127.0.0.1 - - [16/Apr/2017:14:00:03 -0400] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:00:05 -0400] "GET /EventManagementProject/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:00:06 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1047
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:00:06 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 763
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:00:06 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 200 55780
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:00:18 -0400] "POST /EventManagementProject/AccountController HTTP/1.1" 200 652
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:00:18 -0400] "GET /EventManagementProject/css/styles1.css HTTP/1.1" 200 506
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:00:20 -0400] "GET /EventManagementProject/ServletController?action=insert HTTP/1.1" 200 3391
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:04:28 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:04:28 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:04:28 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:04:42 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1047
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:04:42 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:04:44 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 200 55780
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:04:44 -0400] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:07 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:07 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 963
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:07 -0400] "GET /EventManagementProject/css/WebContent/images/images.jpg HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:07 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:09 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:09 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:09 -0400] "GET /EventManagementProject/css/WebContent/images/images.jpg HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:09 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/css/WebContent/images/images.jpg HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/css/WebContent/images/images.jpg HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:10 -0400] "GET /EventManagementProject/css/WebContent/images/images.jpg HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:11 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:11 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:11 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:11 -0400] "GET /EventManagementProject/css/WebContent/images/images.jpg HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:46 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:46 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 955
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:46 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:08:46 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:09:09 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1047
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:09:09 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 955
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:09:10 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 200 4866
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:09:37 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:11 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:12 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 959
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:12 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:12 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:13 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:20 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:20 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:20 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:11:20 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:12:04 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:12:04 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:12:04 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:12:04 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:12:22 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1047
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:12:22 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:12:23 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:13:24 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:32 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:33 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:33 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:33 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:34 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:34 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1055
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:34 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:34 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:14:14:34 -0400] "GET /EventManagementProject/images/login-box-backg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:16:01:01 -0400] "GET /EventManagementProject/AccountController HTTP/1.1" 200 1047
0:0:0:0:0:0:0:1 - - [16/Apr/2017:16:01:01 -0400] "GET /EventManagementProject/css/style.css HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [16/Apr/2017:16:01:01 -0400] "GET /EventManagementProject/images/images.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2017:16:01:41 -0400] "POST /EventManagementProject/AccountController HTTP/1.1" 200 652
0:0:0:0:0:0:0:1 - - [16/Apr/2017:16:03:12 -0400] "POST /EventManagementProject/AccountController HTTP/1.1" 200 652
0:0:0:0:0:0:0:1 - - [16/Apr/2017:16:03:12 -0400] "GET /EventManagementProject/css/styles1.css HTTP/1.1" 304 -
